year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2010,3,1,19,95.0,-6.6216316,2.0,1015.0,SE,20.888336,0.0,0.0
2013,8,16,21,56.0,22.0,28.0,999.0,NW,1.79,0.0,0.0
2014,12,4,4,9.0,-20.0,-6.0,1025.0,NW,20.82481,0.0,0.0
2013,12,25,4,17.0,-19.0,-3.0,1029.0,cv,0.89,0.0,0.0
2013,11,19,17,14.0,-18.0,8.0,1023.0,NW,133.30324,0.0,0.0
2014,8,14,9,32.0,15.0,27.0,1009.0,NW,8.994939,0.0,0.0
2011,4,29,5,27.0,0.0,10.0,1013.0,NW,6.71,0.0,0.0
2012,8,25,18,87.0,22.0,26.0,1011.0,SE,21.909695,0.0,0.0
2010,3,24,9,79.0,-8.0,5.0,1028.0,SE,1.79,0.0,0.0
2014,1,23,20,99.89048,-16.0,-8.914824,1023.6828,NE,0.89,0.0,0.0
2013,7,14,23,86.0,21.0,23.0,1008.0,SE,0.89,0.0,0.0
2010,8,20,1,70.0,21.0,23.0,1009.0,NE,0.89,0.0,0.0
2010,9,19,3,104.69057,17.0,18.0,1012.0,NE,4.02,0.0,4.0
2013,1,21,9,391.05746,-6.0,-4.0,1024.0,cv,0.89,0.0,0.0
2011,11,22,5,31.0,-12.0,-6.0,1035.0,cv,1.2766098,0.0,0.0
2013,12,13,18,14.0,-23.83806,-2.0,1031.0,NE,55.03165,0.0,0.0
2014,1,19,20,166.0,-8.0,-2.0,1027.0,cv,0.89,0.0,2.0
2014,12,19,15,14.0,-16.0,7.0,1023.0,NW,1.79,0.0,0.0
2014,8,6,16,13.0,19.0,24.0,1006.0,SE,3.13,0.0,3.0
2013,4,23,15,164.0,6.0,13.0,1009.0,SE,1.79,0.0,0.0
2013,4,6,7,10.0,-11.0,6.0,1022.0,NW,13.417798,0.0,0.0
2014,8,13,6,98.0,18.0,20.0,1007.0,cv,3.58,0.0,0.0
2012,11,9,20,79.0,5.0,6.0,1023.0,NE,1.79,0.0,0.0
2014,7,1,19,23.0,19.0,23.0,1005.0,NW,46.45896,0.0,6.1277785
2014,7,19,22,70.0,24.0,32.928894,1007.0,SE,27.72,0.0,0.0
2010,11,22,4,145.0,-7.0,-4.0,1023.0,NW,7.15,0.0,0.0
2013,8,12,9,43.0,18.0,28.188406,1005.0,NW,1.79,0.0,0.0
2011,5,28,15,110.0,15.0,30.0,1009.0,SE,35.623703,0.0,0.0
2012,2,12,8,25.0,-17.0,-3.0,1031.0,NE,7.15,0.0,0.0
2010,6,26,15,134.0,20.0,31.0,999.0,SE,10.73,0.0,0.0
2010,8,2,12,70.0,17.0,25.0,1011.0,SE,1.79,0.0,0.0
2012,12,23,18,17.0,-23.0,-4.0,1024.0,NW,99.94345,0.0,0.0
2012,7,23,4,80.0,23.0,25.0,1005.0,SE,28.600063,0.0,0.0
2014,6,27,6,35.0,16.0,21.0,1006.0,cv,0.89,0.0,0.0
2012,9,17,8,44.0,15.0,18.0,1015.0,NE,1.79,0.0,0.0
2010,3,3,15,76.0,-8.0,6.0,1021.0,cv,0.89,0.0,0.0
2014,3,5,20,38.0,-21.0,3.0,1027.0,cv,0.89,0.0,0.0
2011,8,13,17,123.0,24.0,31.0,1000.0,SE,25.759834,0.0,0.0
2012,10,20,4,179.98755,3.0,10.0,1018.0,NE,3.58,0.0,0.0
2011,9,21,22,72.0,12.0,14.0,1014.0,cv,3.1362796,0.0,0.0
2014,3,4,2,113.0,-4.0,5.9449,1016.0,SE,39.657345,0.0,0.0
2013,12,13,17,42.497917,-25.590029,-1.0,1025.0,NW,2.68,0.0,0.0
2014,9,16,8,17.0,7.0,17.0,1023.0,cv,0.89,0.0,0.0
2010,1,4,4,93.69887,-12.0,-6.0,1024.0,cv,0.45,0.0,0.0
2010,2,9,20,42.36632,-20.763618,-3.0,1032.0,NW,27.711962,0.0,0.0
2013,11,25,23,37.0,-12.0,5.0,1018.0,NW,24.585861,0.0,0.0
2010,2,14,6,81.0,-19.0,-14.0,1034.0,NE,0.89,0.0,0.0
2012,3,23,21,23.092516,-15.278965,9.0,1021.0,NW,146.76059,0.0,0.0
2013,12,8,14,64.0,-15.0,9.0,1017.20435,cv,1.78,0.0,0.0
2011,9,31,23,222.32317,20.0,22.0,1011.02905,SE,30.22858,0.0,0.0
2012,8,14,16,63.0,23.697199,31.0,1004.0,SE,3.58,0.0,0.0
2012,9,10,3,141.0,18.0,19.0,1008.0,NW,1.79,0.0,0.0
2012,2,22,3,311.91504,-4.0,0.0,1017.0,NW,2.68,0.0,0.0
2013,1,16,22,10.0,-18.0,0.0,1034.0,NW,134.56096,0.0,0.0
2011,12,21,10,46.0,-18.0,1.0,1029.0,NW,10.28,0.0,0.0
2011,6,11,7,81.0,18.0,21.0,1005.0,SE,11.63,0.0,0.0
2010,11,28,8,36.0,-11.0,-2.0,1024.0,cv,0.89,0.0,0.0
2014,12,6,21,134.02882,-14.0,-4.0,1025.0,NW,0.89,0.0,0.0
2014,1,25,9,72.0,-17.0,2.0,1024.0,NW,13.854646,0.0,0.0
2012,5,6,12,114.0,8.0,27.0,1006.0,SE,4.02,0.0,0.0
2010,2,17,15,130.0,-20.0,4.0,1019.0,NW,9.84,0.0,0.0
2010,9,4,5,46.0,16.0,18.0,1015.0,SE,0.89,0.0,0.0
2013,10,1,23,117.43234,10.0,16.0,1018.0,SE,28.861237,0.0,0.0
2010,1,29,6,97.50076,-18.0,-11.551072,1028.0,NE,3.13,0.0,0.0
2011,12,4,13,140.0,-5.0,3.0,1026.0,SE,5.3623495,0.0,0.0
2010,9,25,11,104.0,11.0,26.0,1018.0,cv,0.89,0.0,0.0
2013,3,7,1,291.97696,-2.0,3.0,1006.0,NW,1.79,0.0,0.0
2010,8,24,13,141.7151,21.0,24.0,1013.0,cv,0.89,0.0,0.0
2011,4,13,21,40.0,3.0,15.0,1012.0,NW,1.79,0.0,0.0
2010,10,29,12,12.0,-1.0,21.0,1024.0,NW,7.15,0.0,0.0
2012,4,6,21,110.87297,0.0,12.0,1017.0,cv,0.89,0.0,0.0
2013,8,13,22,67.0,19.0,22.0,1006.0,NW,8.113601,0.0,0.0
2013,5,12,14,16.0,-8.0,30.567139,998.0,NW,21.32857,0.0,0.0
2010,1,23,1,41.0,-16.126228,-8.0,1029.0,NE,3.13,0.0,0.0
2010,12,25,4,20.0,-21.0,-5.0,1027.0,NW,129.79448,0.0,0.0
2012,8,2,12,29.0,19.921478,32.337788,1003.0,SE,14.757279,0.0,0.0
2010,3,20,10,36.0,-9.0,8.0,1015.0,NW,111.862206,0.0,0.0
2014,3,1,19,101.081436,-8.0,1.0,1025.0,SE,16.99,0.0,0.0
2012,3,16,4,125.0,-3.0,-1.0,1021.0,NW,7.15,0.0,0.0
2011,11,17,0,82.0,1.0,7.0,1024.0,NW,0.89,0.0,0.0
2010,10,31,8,39.39771,-1.0,8.0,1027.0,NW,24.937155,0.0,0.0
2010,12,26,11,23.0,-23.0,-5.084265,1024.0,NW,106.88473,0.0,0.0
2014,3,18,16,63.0,-13.0,16.0,1023.0,SE,3.56,0.0,0.0
2012,12,8,20,227.85449,-6.0,-3.0,1027.0,cv,0.45,0.0,0.0
2014,10,3,23,227.46396,12.0,14.0,1019.0,cv,0.89,0.0,0.0
2014,5,23,1,24.0,2.0,15.0,1009.0,NW,80.249695,0.0,0.0
2014,4,30,6,89.0,8.0,16.0,1012.0,SE,28.16,0.0,0.0
2013,10,26,17,118.0,-2.0,12.0,1020.0,SE,12.52,0.0,0.0
2012,9,20,4,152.76872,15.0,16.0,1014.0,NW,1.79,0.0,0.0
2012,3,6,9,26.0,-16.0,5.0,1017.0,NW,74.86322,0.0,0.0
2012,11,30,0,148.0,-1.0,2.0978196,1022.0,cv,1.78,0.0,0.0
2012,3,11,12,141.16455,-4.0,4.0,1025.0,cv,0.89,0.0,3.0
2012,6,23,14,8.0,11.0,28.0,1007.0,cv,1.79,0.0,0.0
2011,9,7,16,45.0,2.0,29.0,1014.0,NW,48.575455,0.0,0.0
2011,2,21,23,93.72585,-12.0,-2.0,1023.0,cv,0.89,0.0,0.0
2011,1,28,2,40.0,-19.0,-9.0,1037.0,NW,6.26,0.0,0.0
2014,1,14,17,70.0,-16.0,0.0,1033.0,cv,0.89,0.0,0.0
2013,8,5,3,52.0,19.0,22.0,998.0,cv,1.78,0.0,0.0
2013,1,3,16,87.0,-18.0,-2.0,1030.0,SE,30.35455,0.0,0.0
2011,5,16,21,30.0,2.0,15.0,1014.0,NE,62.849644,0.0,0.0
2010,1,22,18,17.0,-18.0,-3.0,1033.0,NW,50.086155,0.0,0.0
2010,10,29,22,163.53365,5.0,8.401093,1024.0,cv,0.89,0.0,0.0
2014,4,12,5,97.0,-2.570501,8.0,1018.0,SE,21.678812,0.0,0.0
2010,8,1,19,46.0,18.0,27.0,1008.0,SE,27.72,0.0,0.0
2012,5,14,1,61.0,10.0,15.0,1013.0,cv,0.89,0.0,0.0
2012,11,3,4,256.8153,6.0,7.0,1018.0,cv,1.34,0.0,0.0
2011,4,24,0,5.0,-7.0,10.0,1019.0,NW,4.02,0.0,0.0
2013,7,6,5,85.40336,20.0,27.0,1000.76733,NW,1.79,0.0,0.0
2012,2,4,7,13.0,-26.0,-9.0,1034.0,NW,241.63934,0.0,0.0
2012,8,16,12,104.0,22.0,30.0,1011.0,cv,1.78,0.0,0.0
2010,7,17,5,89.0,21.0,24.0,1005.0,SE,21.003008,0.0,0.0
2010,7,3,12,192.72229,21.0,29.0,1002.0,NW,4.47,0.0,0.0
2012,11,10,4,229.0,1.0,1.0,1021.8874,cv,0.45,0.0,0.0
2012,5,22,5,114.0,12.0,16.0,1008.0,NW,1.79,0.0,0.0
2014,3,10,0,239.39479,-1.0,5.0,1018.0,cv,0.89,0.0,0.0
2012,11,30,9,210.45975,5.0,3.0,1021.0,cv,1.78,0.0,0.0
2012,10,23,14,87.0,7.0,16.0,1018.0,cv,37.379883,0.0,0.0
2013,11,1,14,26.0,-7.0,12.0,1027.0,NE,8.5,0.0,0.0
2013,12,29,1,145.53725,-21.0,-2.0,1020.0,NW,1.79,0.0,0.0
2011,11,23,21,326.16483,-7.0,0.0,1024.0,SE,1.79,0.0,0.0
2014,3,29,15,157.53929,-5.0,16.0,1020.0,SE,14.333804,0.0,0.0
2011,12,16,10,16.0,-17.0,-1.0,1033.0,NE,3.13,0.0,0.0
2010,12,13,6,159.0,-13.0,-5.0,1019.0,NE,0.89,0.0,0.0
2010,1,6,8,132.75728,-3.0,-3.0,1028.0,NW,23.699564,1.8579944,0.0
2010,8,3,2,79.0,18.0,21.0,1003.71375,SE,1.79,0.0,0.0
2012,1,3,12,269.47656,-9.173092,1.8532823,1024.0,NW,29.545431,0.0,0.0
2011,9,3,4,95.20368,19.0,21.0,1014.0,cv,3.13,0.0,0.0
2011,12,17,22,357.6458,-6.0,-4.0,1030.0,SE,1.78,0.0,0.0
2013,10,5,3,238.51253,11.0,11.0,1019.0,cv,0.89,0.0,0.0
2014,3,31,23,177.14583,6.0,13.0,1016.0,NW,3.13,0.0,0.0
2010,1,3,2,23.71338,-25.0,-13.071197,1045.542,NW,12.96,0.0,0.0
2012,3,26,0,185.0,0.0,6.0,1018.0,NE,1.78,0.0,0.0
2011,2,9,3,300.8539,-8.0,-4.0,1024.0,NW,3.56,0.0,0.0
2011,9,16,18,152.50192,18.0,23.0,1013.0,SE,4.92,0.0,0.0
2013,2,5,1,206.09267,-10.0,-5.0,1022.0,NE,0.89,0.0,0.0
2014,8,4,0,170.50958,20.50816,24.0,1007.0,SE,26.958656,0.0,0.0
2012,12,9,7,81.0,-12.0,-10.0,1025.0,NW,3.13,0.0,0.0
2013,6,1,20,30.0,10.0,22.0,1007.0,NE,1.79,0.0,0.0
2014,10,6,11,13.0,0.9586172,19.0,1027.0,NW,18.227667,0.0,0.0
2014,5,3,21,136.0,7.0,16.0,1010.0,SE,3.58,0.0,1.0
2011,12,13,2,95.0,-9.0,-5.168007,1029.0,SE,0.89,0.0,0.0
2013,8,22,4,10.0,19.0,21.0,1004.0,NW,21.460234,0.0,5.0
2013,8,20,15,81.0,19.0,29.0,1008.0,SE,26.113306,0.0,0.0
2011,9,1,10,23.0,15.0,24.0,1015.0,NE,7.095144,0.0,0.0
2012,7,26,22,75.0,25.0,27.0,1008.0,SE,32.90561,0.0,0.0
2013,11,19,7,226.78926,-5.0,0.0,1021.0,cv,2.68,0.0,0.0
2011,5,28,18,293.23962,19.0,23.0,1007.0,cv,0.89,0.0,0.0
2013,5,5,15,95.0,7.0,25.0,999.21545,SE,30.842999,0.0,0.0
2012,3,16,11,13.0,-16.0,10.0,1023.0,NE,17.887556,0.0,0.0
2010,6,19,0,85.0,19.0,22.0,1006.0,SE,8.05,0.0,0.0
2012,9,17,19,45.927074,12.0,23.0,1013.0,SE,12.96,0.0,0.0
2012,6,2,16,86.0,13.0,30.0,1005.0,SE,26.87373,0.0,0.0
2014,5,10,19,85.98026,5.0,21.0,1013.0,SE,9.84,0.0,0.0
2013,10,24,22,48.0,1.0,13.0,1022.0,SE,8.05,0.0,0.0
2011,2,6,4,58.0,-8.0,1.0,1014.0,cv,3.58,0.0,0.0
2010,12,1,0,79.0,-11.0,1.0,1018.0,NW,108.397156,0.0,0.0
2012,10,26,0,219.3075,8.0,9.0,1019.0,cv,0.89,0.0,0.0
2014,5,15,12,54.0,0.0,25.0,1007.0,SE,37.27583,0.0,0.0
2010,5,12,19,90.0,4.0,21.0,1008.0,NW,0.89,0.0,0.0
2010,9,19,19,102.83456,16.0,20.0,1013.0,NE,1.79,0.0,0.0
2011,10,20,0,146.0,10.0,10.0,1022.0,cv,2.67,0.0,0.0
2011,12,11,0,356.47858,-6.0,0.0,1028.0,SE,3.58,0.0,0.0
2014,10,14,5,8.0,-1.0,6.0,1026.0,NW,12.97,0.0,0.0
2011,7,21,23,26.270077,21.0,23.0,1004.0,cv,0.89,0.0,3.0
2014,4,30,8,70.0,3.0,19.0,1009.0,SE,3.13,0.0,0.0
2013,6,18,1,50.0,18.0,23.0,1002.0,cv,0.89,0.0,0.0
2014,5,17,6,79.0,11.0,16.0,1014.0,SE,0.89,0.0,0.0
2011,4,13,14,95.228065,4.0,23.0,1014.0,cv,1.79,0.0,0.0
2011,11,7,14,35.0,5.0,14.0,1028.0,NW,5.369866,0.0,0.0
2012,12,1,2,139.0,-12.0,-6.0,1033.6279,NE,3.58,0.0,0.0
2011,7,4,16,66.53897,20.065268,30.0,1002.0,SE,17.438286,0.0,0.0
2014,4,29,4,91.24893,4.01149,13.0,1013.0,NE,3.13,0.0,0.0
2011,5,6,15,48.0,5.0,24.0,1003.0,SE,33.577496,0.0,0.0
2011,4,10,3,30.0,-10.0,8.0,1021.0,NW,93.38187,0.0,0.0
2013,3,25,20,166.0,-5.0,4.0,1022.0,SE,1.79,0.0,0.0
2012,2,28,21,104.0,-15.0,1.0,1024.0,NE,0.89,0.0,0.0
2014,1,19,19,156.34572,-6.0,-1.0,1027.0,SE,23.697372,0.0,0.0
2012,4,25,8,52.0,6.0,10.0,1008.0,SE,13.41,0.0,0.0
2011,1,4,18,98.0,-16.0,-5.0,1028.0,NE,1.79,0.0,0.0
2012,5,28,4,132.0,14.0,20.0,1011.0,SE,40.67744,0.0,0.0
2010,2,8,6,152.0,-4.0,-1.0,1020.0,SE,4.47,0.0,0.0
2012,9,27,4,64.0,14.0,13.0,1017.0,cv,1.79,0.0,0.0
2011,1,2,3,13.0,-19.0,-8.0,1037.0,NE,1.79,0.0,0.0
2014,7,6,0,152.5395,22.0,23.0,1007.0,NE,0.89,0.0,0.0
2011,7,27,8,73.3148,24.0,24.0,1003.0,SE,12.07,0.0,0.0
2012,7,19,2,108.0,22.885418,24.0,1004.0,SE,6.71,0.0,4.3166833
2013,1,22,22,291.73557,-7.0,-5.0,1026.0,SE,37.993572,0.0,0.0
2011,5,23,8,177.0,14.0,20.0,1006.4685,cv,0.89,0.0,0.0
2010,5,12,23,61.79379,6.0,20.0,1015.0,SE,9.39,0.0,0.0
2012,6,15,21,11.0,9.0,23.0,1006.0,NE,16.99,0.0,0.0
2010,9,11,17,93.81956,15.0,24.0,1012.0,cv,4.02,0.0,0.0
2012,6,16,10,184.0,21.0,25.711617,1003.0,SE,4.911495,0.0,0.0
2010,10,9,3,60.0,9.0,10.0,1013.0,cv,0.89,0.0,0.0
2011,2,2,19,18.0,-18.0,5.0,1020.0,NW,57.964684,0.0,0.0
2013,1,17,2,26.0,-19.0,-10.0,1039.0,NW,1.79,0.0,0.0
2013,3,24,14,300.65347,2.0,12.0,1014.0,SE,20.114134,0.0,0.0
2014,5,29,3,198.99678,16.0,23.0,1004.0,SE,8.94,0.0,0.0
2013,12,24,7,404.12564,-6.0,-2.0,1028.0,cv,0.89,0.0,0.0
2012,12,1,6,101.0,-11.0,-9.0,1028.0,SE,15.2,0.0,0.0
2014,2,17,0,510.89154,-4.0,1.7301626,1025.0,NW,0.89,0.0,0.0
2014,10,6,22,77.76628,8.0,12.0,1023.0,cv,0.89,0.0,0.0
2012,9,18,9,11.69468,6.0,22.0,1011.0,NE,16.99,0.0,0.0
2014,4,28,0,47.0,6.0,18.0,1017.0,SE,5.37,0.0,0.0
2014,11,17,0,90.0,-3.0,1.0,1028.0,cv,1.78,0.0,0.0
2011,3,14,19,19.0,-18.0,4.0,1029.0,NE,3.13,0.0,0.0
2013,1,16,12,78.792305,-12.0,-5.0,1032.0,NW,6.26,0.0,0.0
2013,9,7,3,70.0,18.0,21.0,1016.0,SE,0.89,0.0,0.0
2010,4,12,22,26.0,-7.0,7.0,1022.0,NE,8.04,0.0,0.0
2010,8,13,23,67.07458,20.0,22.0,1009.0,NW,11.335012,0.0,6.386637
2012,4,28,4,61.0,-5.0,12.0,1012.0,SE,1.79,0.0,0.0
2013,8,12,19,54.0,21.0,30.0,1005.0,NE,1.79,0.0,0.0
2012,6,7,22,165.40894,21.0,23.0,1004.0,SE,45.608917,0.0,0.0
2010,3,12,7,9.0,-17.0,-2.0,1027.0,NW,57.00211,0.0,0.0
2011,4,29,22,180.0,11.695046,16.0,1002.0,cv,1.78,0.0,0.0
2013,9,20,10,58.0,14.0,22.0,1014.0,SE,8.015977,0.0,0.0
2011,12,7,10,49.0,-8.0,1.0,1036.0,NW,10.481151,0.0,0.0
2010,8,6,14,191.0,21.0,28.0,1008.0,SE,26.82,0.0,0.0
2014,12,20,17,55.0,-15.0,-1.0,1029.0,SE,29.589264,0.0,0.0
2010,6,9,16,69.0,14.0,22.0,1012.0,SE,20.57,0.0,3.0
2010,5,5,21,85.0,3.0,16.0,1017.0,cv,0.89,0.0,0.0
2013,9,4,22,63.0,16.0,20.0,1013.0,SE,3.58,0.0,0.0
2013,11,20,19,133.0,-8.0,1.0,1023.0,NW,8.627853,0.0,0.0
2012,2,27,19,233.08221,-11.0,2.7509694,1021.0,SE,12.97,0.0,0.0
2013,5,25,4,68.0,15.0,20.0,1011.0,cv,0.89,0.0,0.0
2012,6,10,2,67.0,18.0,21.0,1006.0,SE,15.695063,0.0,0.0
2013,1,11,3,66.0,-13.0,-3.0,1031.0,NW,14.3,0.0,0.0
2010,9,18,1,89.0,18.0,20.0,1012.0,NW,1.79,0.0,0.0
2013,11,25,12,15.075358,-21.0,7.0,1018.0,NW,64.1707,0.0,0.0
2013,8,19,20,22.0,13.644949,28.0,1010.0,SE,1.79,0.0,0.0
2012,2,21,11,22.0,-25.0,-4.0,1034.0,NW,4.92,0.0,0.0
2010,7,1,13,79.0,20.0,29.0,1003.0,SE,6.26,0.0,0.0
2012,1,26,7,34.0,-15.0,-5.0,1027.0,NW,11.63,0.0,0.0
2013,4,9,0,6.0,-10.0,8.0,1017.1026,NW,267.5856,0.0,0.0
2014,6,19,5,64.0,17.0,20.0,1005.0,cv,1.78,0.0,2.0
2013,2,16,11,62.0,-14.0,-1.0,1028.0,SE,8.94,0.0,0.0
2012,1,17,23,25.0,-16.0,-3.0,1035.0,NW,28.808977,0.0,0.0
2012,1,27,10,271.5552,-10.0,-4.0,1026.0,NE,0.89,0.0,0.0
2013,4,26,7,19.0,-8.0,7.0,1014.0,NW,41.546673,0.0,0.0
2010,4,15,1,95.0,0.0,5.0,1022.0,SE,75.574295,0.0,0.0
2011,7,9,22,33.0,21.0,24.0,1005.0,SE,3.13,0.0,3.0
2010,4,29,18,47.0,-3.0,20.0,1013.0,SE,10.730482,0.0,0.0
2013,9,7,8,45.0,14.0,25.0,1008.0,NW,14.76,0.0,0.0
2013,2,25,12,250.54634,-4.0,5.0,1027.0,SE,3.13,0.0,0.0
2011,12,15,23,256.0061,-5.0,0.0,1030.0,NE,1.78,0.0,0.0
2014,2,28,3,7.0,-19.0,-4.0,1031.0,NW,5.350925,0.0,0.0
2011,2,4,10,164.0,-10.0,-3.0,1025.0,NE,1.79,0.0,0.0
2011,11,9,17,108.0,3.7473347,12.0,1025.0,cv,0.89,0.0,0.0
2010,3,31,15,33.31913,-15.0,12.0,1018.0,NW,27.72,0.0,0.0
2011,9,5,3,100.0,18.0,19.0,1012.0,SE,50.894276,0.0,0.0
2013,2,7,16,288.59308,-4.0,3.0,1020.0,NE,3.13,0.0,0.0
2011,6,3,2,72.0,15.0,20.0,1004.0,NE,0.89,0.0,0.0
2014,1,10,18,52.0,-23.0,-2.0,1031.0,cv,0.89,0.0,0.0
2012,1,6,7,16.0,-24.0,-11.0,1033.5254,NW,274.05347,0.0,0.0
2010,6,8,17,78.23434,12.0,29.0,1008.0,SE,20.34569,0.0,0.0
2010,8,7,2,57.0,20.0,20.0,1015.0,NE,2.68,0.0,0.0
2013,6,27,10,38.0,18.0,25.0,1003.0,cv,1.78,0.0,0.0
2010,1,12,2,15.0,-21.0,-8.0,1031.0,NW,123.979836,0.0,0.0
2013,9,9,7,26.0,13.0,18.0,1013.0,NW,8.05,0.0,0.0
2010,2,5,4,69.0,-6.0,-1.0,1025.0,cv,2.68,0.0,0.0
2014,9,13,17,34.0,12.0,26.0,1012.0,SE,14.758629,0.0,0.0
2014,2,6,22,76.0,-16.0,-7.0,1032.0,SE,8.05,0.0,0.0
2014,7,17,13,32.0,16.0,32.0,1005.0,NW,34.42731,0.0,0.0
2010,6,10,8,53.0,14.0,22.0,1014.0,cv,2.68,0.0,0.0
2010,12,5,7,40.0,-11.0,1.0,1017.0,NW,8.05,0.0,0.0
2013,3,12,13,157.0,3.0,10.0,1011.0,NW,9.831484,0.0,0.0
2012,3,23,18,31.0,-9.0,12.0,1016.0,SE,16.09,0.0,0.0
2014,1,20,11,139.0,-11.0,0.0,1024.0,NE,3.13,0.0,0.0
2012,10,7,1,34.0,9.0,11.0,1020.0,NW,4.92,0.0,0.0
2014,11,2,4,233.86584,2.0,3.0,1020.0,cv,2.23,0.0,0.0
2014,9,9,15,63.0,15.0,21.0,1017.0,SE,24.14416,0.0,0.0
2012,10,20,7,78.0,5.0,5.0,1019.8234,NW,4.46,0.0,0.0
2013,3,24,1,71.0,-4.0,2.0,1021.0,SE,60.749435,0.0,0.0
2011,8,13,14,23.0,18.0,32.0,1002.0,NE,7.6,0.0,0.0
2011,4,1,6,11.0,-15.0,6.0,1026.0,NW,73.89779,0.0,0.0
2013,11,14,9,189.49452,-5.0,8.0,1023.0,cv,1.79,0.0,0.0
2014,8,14,22,50.0,17.0,19.0,1013.0,cv,0.89,0.0,0.0
2012,1,11,3,9.0,-21.0,-7.0,1032.0,NW,62.598927,0.0,0.0
2012,3,5,9,39.0,-19.0,0.0,1026.0,NW,73.70016,0.0,0.0
2013,3,26,7,138.0,-3.177538,2.0,1017.0,SE,37.08577,0.0,0.0
2011,4,16,1,132.0,0.0,14.0,1011.0,NE,0.89,0.0,0.0
2010,3,6,22,22.0,-21.0,-1.0,1034.0,NE,12.07,0.0,0.0
2010,12,8,0,53.421856,-15.54372,-9.0,1025.0,NW,21.466972,0.0,0.0
2014,12,29,18,142.10657,-12.0,0.0,1028.0,SE,8.05,0.0,0.0
2014,2,11,3,129.0,-16.0,-7.0,1029.0,NE,4.02,0.0,0.0
2013,2,2,19,30.0,-20.617538,-4.0,1034.0,NW,53.70032,0.0,0.0
2011,10,30,16,18.0,-8.0,16.0,1028.0,SE,12.96,0.0,0.0
2011,6,25,22,70.0,19.0,22.0,1011.0,cv,2.67,0.0,0.0
2013,4,9,1,11.0,-11.0,8.0,1019.0,NW,232.36723,0.0,0.0
2014,6,1,17,36.0,17.0,31.0,1002.0,SE,21.01,0.0,0.0
2012,8,19,8,32.0,18.0,19.0,1008.0,cv,0.89,0.0,0.0
2013,3,12,18,283.4928,2.0,13.0,1008.0,SE,19.550703,0.0,0.0
2014,5,26,20,50.84159,7.0,30.0,997.0,SE,65.44583,0.0,0.0
2010,9,7,8,80.0,16.0,27.0,1014.0,NE,3.13,0.0,0.0
2011,9,31,0,191.76314,14.0,17.0,1014.0,NW,1.79,0.0,0.0
2010,4,14,14,78.0,-7.794813,13.0,1022.0,SE,31.29411,0.0,0.0
2010,8,2,10,45.0,13.0,27.0,1010.0218,NW,33.088028,0.0,0.0
2012,5,23,7,53.0,1.6741402,18.0,1006.0,NW,4.02,0.0,0.0
2013,1,22,17,410.25943,-7.0,-4.0,1026.0,SE,9.39,0.0,0.0
2013,6,7,22,90.0,19.0,21.0,1008.0,cv,0.89,0.0,0.0
2010,4,7,12,53.0,-13.0,13.0,1024.0,SE,1.79,0.0,0.0
2011,10,2,1,217.2523,13.0,13.0,1020.0,SE,1.79,0.0,0.0
2013,6,24,16,83.53588,19.0,30.0,1002.0,SE,13.854852,0.0,0.0
2013,8,12,6,28.0,18.0,24.0,1003.5697,NE,1.79,0.0,0.0
2010,2,14,20,71.0,-6.0,-3.356779,1024.0,SE,54.80344,7.047357,0.0
2011,6,9,3,178.0,20.0,23.0,1002.0,SE,25.916985,0.0,0.0
2010,2,13,3,33.0,-17.0,-6.0,1030.1061,cv,1.78,0.0,0.0
2012,4,12,6,26.0,-3.0,7.0,1011.0,NW,9.39,0.0,0.0
2010,3,27,19,24.922773,-10.0,10.87171,1022.0,cv,3.58,0.0,0.0
2013,11,7,9,61.0,-9.0,2.0,1030.0,NW,5.81,0.0,0.0
2014,10,20,0,254.90184,12.0,11.0,1019.0,cv,1.34,0.0,0.0
2012,4,22,12,148.22679,12.0,18.0,1003.0,SE,29.056435,0.0,0.0
2012,6,23,4,142.21939,18.0,26.0,1002.0,SE,5.81,0.0,0.0
2014,3,24,0,44.0,-9.0,12.0,1014.0,SE,13.86,0.0,0.0
2013,7,12,4,59.0,18.0,21.0,1004.0,NE,0.89,0.0,0.0
2013,6,15,17,58.0,13.0,31.0,1005.0,cv,3.58,0.0,0.0
2011,8,22,22,29.0,18.0,23.0,1008.0,NW,52.998875,0.0,0.0
2012,9,10,8,13.0,15.0,20.0,1014.0,NW,29.589893,0.0,0.0
2012,9,15,15,10.0,8.0,24.0,1018.0,NW,15.2,0.0,0.0
2014,2,4,0,9.0,-26.0,-5.0,1030.0,NW,69.13665,0.0,0.0
2014,7,7,16,224.24692,24.0,29.0,1002.0,cv,0.89,0.0,0.0
2012,5,10,6,38.0,3.0,16.0,1013.0,SE,4.92,0.0,0.0
2014,9,22,2,17.0,13.0,15.0,1020.0,cv,1.79,0.0,0.0
2011,3,15,20,15.0,-16.0,6.0,1025.0,NE,61.041275,0.0,0.0
2014,12,15,7,19.0,-19.0,-4.0,1033.0,NW,69.88826,0.0,0.0
2012,3,25,3,11.0,-12.0,5.0,1024.0,NE,3.13,0.0,0.0
2011,6,2,16,88.39638,16.0,23.0,1008.0,SE,0.89,0.0,0.0
2014,8,30,13,62.0,20.0,31.0,1008.0,SE,3.13,0.0,0.0
2011,11,3,3,131.0,10.0,12.0,1026.0,cv,0.89,0.0,0.0
